Time [sec]		Acceleration [g]	Velocity [mm/sec]	Displacement [mm]
4.74500   		-0.02507        	17.22556         	5.07685          
4.75000   		-0.02118        	16.09128         	5.16006          
4.75500   		-0.01644        	15.16876         	5.23811          
4.76000   		-0.01073        	14.50238         	5.31217          
4.76500   		-0.00726        	14.06121         	5.38351          
4.77000   		-0.00912        	13.65969         	5.45285          
4.77500   		-0.01426        	13.08639         	5.51982          
4.78000   		-0.02057        	12.23229         	5.58325          
4.78500   		-0.02925        	11.01055         	5.64153          
4.79000   		-0.04114        	9.28417          	5.69251          
4.79500   		-0.05305        	6.97406          	5.73340          
4.80000   		-0.06314        	4.12438          	5.76135          
4.80500   		-0.07456        	0.74712          	5.77377          
4.81000   		-0.08800        	-3.23986         	5.76781          
4.81500   		-0.10145        	-7.88619         	5.74027          
4.82000   		-0.11207        	-13.12273        	5.68796          
4.82500   		-0.11584        	-18.71210        	5.60845          
4.83000   		-0.11330        	-24.33170        	5.50079          
4.83500   		-0.10780        	-29.75431        	5.36546          
4.84000   		-0.10061        	-34.86573        	5.20377          
4.84500   		-0.09217        	-39.59369        	5.01745          
4.85000   		-0.08167        	-43.85703        	4.80860          
4.85500   		-0.07050        	-47.58905        	4.57976          
4.86000   		-0.06117        	-50.81831        	4.33355          
4.86500   		-0.05024        	-53.55061        	4.07241          
4.87000   		-0.03607        	-55.66746        	3.79907          
4.87500   		-0.02212        	-57.09464        	3.51688          
4.88000   		-0.00955        	-57.87140        	3.22921          
4.88500   		0.00107         	-58.07957        	2.93911          
4.89000   		0.00992         	-57.81004        	2.64921          
4.89500   		0.01660         	-57.15957        	2.36165          
4.90000   		0.01840         	-56.30131        	2.07796          
4.90500   		0.01719         	-55.42855        	1.79866          
4.91000   		0.01694         	-54.59143        	1.52362          
4.91500   		0.01759         	-53.74444        	1.25276          
4.92000   		0.01852         	-52.85871        	0.98624          
4.92500   		0.01818         	-51.95864        	0.72420          
4.93000   		0.01267         	-51.20227        	0.46641          
4.93500   		0.00347         	-50.80644        	0.21158          
4.94000   		-0.00367        	-50.81126        	-0.04232         
4.94500   		-0.00523        	-51.02968        	-0.29689         
4.95000   		0.00157         	-51.11966        	-0.55241         
4.95500   		0.01015         	-50.83231        	-0.80746         
4.96000   		-0.00496        	-50.70507        	-1.06099         
4.96500   		-0.05182        	-52.09773        	-1.31704         
4.97000   		-0.09114        	-55.60382        	-1.58549         
4.97500   		-0.07550        	-59.69064        	-1.87405         
4.98000   		-0.01256        	-61.85028        	-2.17919         
4.98500   		0.01980         	-61.67272        	-2.48866         
4.99000   		-0.01529        	-61.56206        	-2.79603         
4.99500   		-0.05336        	-63.24566        	-3.10727         
5.00000   		-0.05020        	-65.78550        	-3.42991         
5.00500   		-0.02880        	-67.72287        	-3.76412         
5.01000   		-0.01080        	-68.69397        	-4.10553         
5.01500   		0.00281         	-68.88988        	-4.44977         
5.02000   		0.01400         	-68.47750        	-4.79341         
5.02500   		0.02447         	-67.53391        	-5.13366         
5.03000   		0.03647         	-66.03929        	-5.46784         
5.03500   		0.05044         	-63.90781        	-5.79299         
5.04000   		0.06812         	-61.00018        	-6.10562         
5.04500   		0.08970         	-57.12967        	-6.40139         
5.05000   		0.11058         	-52.21781        	-6.67518         
5.05500   		0.12837         	-46.35763        	-6.92198         
5.06000   		0.14404         	-39.67693        	-7.13739         
5.06500   		0.15759         	-32.27958        	-7.31756         
5.07000   		0.16768         	-24.30239        	-7.45922         
5.07500   		0.17341         	-15.93729        	-7.55994         
5.08000   		0.17380         	-7.42206         	-7.61834         
5.08500   		0.16911         	0.98775          	-7.63433         
5.09000   		0.16008         	9.06107          	-7.60903         
5.09500   		0.14350         	16.50632         	-7.54477         
5.10000   		0.12020         	22.97350         	-7.44559         
5.10500   		0.09973         	28.36717         	-7.31682         
5.11000   		0.08471         	32.89040         	-7.16337         
5.11500   		0.07034         	36.69287         	-6.98912         
5.12000   		0.05686         	39.81225         	-6.79758         
5.12500   		0.04608         	42.33686         	-6.59199         
5.13000   		0.03826         	44.40533         	-6.37497         
5.13500   		0.03452         	46.19027         	-6.14841         
5.14000   		0.03694         	47.94285         	-5.91312         
5.14500   		0.04272         	49.89652         	-5.66864         
5.15000   		0.04457         	52.03734         	-5.41385         
5.15500   		0.04040         	54.12113         	-5.14837         
5.16000   		0.02808         	55.80064         	-4.87331         
5.16500   		0.00492         	56.61010         	-4.59181         
5.17000   		-0.02283        	56.17099         	-4.30929         
5.17500   		-0.04261        	54.56625         	-4.03204         
5.18000   		-0.04085        	52.51958         	-3.76436         
5.18500   		-0.01643        	51.11496         	-3.50578         
5.19000   		0.01475         	51.07382         	-3.25094         
5.19500   		0.03770         	52.36003         	-2.99283         
5.20000   		0.04870         	54.47887         	-2.72595         
5.20500   		0.05100         	56.92394         	-2.44749         
5.21000   		0.04884         	59.37246         	-2.15671         
5.21500   		0.04506         	61.67540         	-1.85401         
5.22000   		0.03963         	63.75237         	-1.54033         
5.22500   		0.03165         	65.50046         	-1.21704         
5.23000   		0.02339         	66.85045         	-0.88599         
5.23500   		0.01765         	67.85708         	-0.54910         
5.24000   		0.01348         	68.62053         	-0.20782         
5.24500   		0.00816         	69.15124         	0.13671          
5.25000   		0.00244         	69.41128         	0.48324          
5.25500   		-0.00151        	69.43406         	0.83043          
5.26000   		-0.00240        	69.33800         	1.17738          
5.26500   		0.00163         	69.31900         	1.52394          
5.27000   		0.00930         	69.58708         	1.87105          
5.27500   		0.01798         	70.25621         	2.22048          
5.28000   		0.02661         	71.34988         	2.57432          
5.28500   		0.03316         	72.81569         	2.93460          
5.29000   		0.03702         	74.53687         	3.30290          
5.29500   		0.03883         	76.39720         	3.68020          
5.30000   		0.03793         	78.27980         	4.06691          
5.30500   		0.03557         	80.08239         	4.46286          
5.31000   		0.03261         	81.75445         	4.86752          
5.31500   		0.02761         	83.23130         	5.28008          
5.32000   		0.02043         	84.40941         	5.69933          
5.32500   		0.01083         	85.17604         	6.12349          
5.33000   		-0.00040        	85.43184         	6.55024          
5.33500   		-0.01194        	85.12932         	6.97688          
5.34000   		-0.02341        	84.26254         	7.40059          
5.34500   		-0.03263        	82.88829         	7.81866          
5.35000   		-0.03972        	81.11396         	8.22881          
5.35500   		-0.04682        	78.99157         	8.62922          
5.36000   		-0.05307        	76.54171         	9.01818          
5.36500   		-0.05739        	73.83249         	9.39420          
5.37000   		-0.06091        	70.93095         	9.75618          
5.37500   		-0.06467        	67.85095         	10.10321         
5.38000   		-0.06835        	64.58869         	10.43439         
5.38500   		-0.07178        	61.15207         	10.74881         
5.39000   		-0.07594        	57.52922         	11.04560         
5.39500   		-0.08080        	53.68506         	11.32373         
5.40000   		-0.08312        	49.66475         	11.58216         
5.40500   		-0.08238        	45.60573         	11.82032         
5.41000   		-0.08303        	41.54900         	12.03822         
5.41500   		-0.08632        	37.39564         	12.23565         
5.42000   		-0.08812        	33.11757         	12.41197         
5.42500   		-0.08362        	28.90570         	12.56693         
5.43000   		-0.07330        	25.05720         	12.70163         
5.43500   		-0.06165        	21.74766         	12.81840         
5.44000   		-0.05101        	18.98488         	12.92002         
5.44500   		-0.04356        	16.66574         	13.00899         
5.45000   		-0.04047        	14.60489         	13.08710         
5.45500   		-0.03846        	12.66910         	13.15525         
5.46000   		-0.03621        	10.83787         	13.21397         
5.46500   		-0.03391        	9.11820          	13.26381         
5.47000   		-0.02873        	7.58207          	13.30546         
5.47500   		-0.01945        	6.40049          	13.34022         
5.48000   		-0.00797        	5.72795          	13.37031         
5.48500   		0.00359         	5.62058          	13.39845         
5.49000   		0.01172         	5.99618          	13.42732         
5.49500   		0.01261         	6.59294          	13.45878         
5.50000   		0.00711         	7.07650          	13.49306         
5.50500   		-0.00151        	7.21375          	13.52896         
5.51000   		-0.01242        	6.87210          	13.56440         
5.51500   		-0.02291        	6.00561          	13.59681         
5.52000   		-0.02745        	4.77060          	13.62384         
5.52500   		-0.02684        	3.43914          	13.64436         
5.53000   		-0.02640        	2.13330          	13.65828         
5.53500   		-0.02583        	0.85228          	13.66573         
5.54000   		-0.02166        	-0.31254         	13.66699         
5.54500   		-0.01587        	-1.23299         	13.66301         
5.55000   		-0.01485        	-1.98621         	13.65494         
5.55500   		-0.02044        	-2.85153         	13.64296         
5.56000   		-0.02770        	-4.03214         	13.62590         
5.56500   		-0.03251        	-5.50889         	13.60215         
5.57000   		-0.03321        	-7.12069         	13.57059         
5.57500   		-0.02858        	-8.63609         	13.53110         
5.58000   		-0.02205        	-9.87793         	13.48468         
5.58500   		-0.01762        	-10.85093        	13.43277         
5.59000   		-0.01482        	-11.64661        	13.37647         
5.59500   		-0.01448        	-12.36519        	13.31643         
5.60000   		-0.01749        	-13.14921        	13.25271         
5.60500   		-0.02072        	-14.08634        	13.18469         
5.61000   		-0.02143        	-15.12005        	13.11168         
5.61500   		-0.02247        	-16.19662        	13.03341         
5.62000   		-0.02713        	-17.41291        	12.94948         
5.62500   		-0.03196        	-18.86202        	12.85890         
5.63000   		-0.03578        	-20.52325        	12.76051         
5.63500   		-0.04390        	-22.47731        	12.65318         
5.64000   		-0.05532        	-24.91070        	12.53494         
5.64500   		-0.06405        	-27.83835        	12.40324         
5.65000   		-0.07011        	-31.12862        	12.25595         
5.65500   		-0.07517        	-34.69142        	12.09150         
5.66000   		-0.07854        	-38.46119        	11.90869         
5.66500   		-0.08396        	-42.44657        	11.70653         
5.67000   		-0.09369        	-46.80345        	11.48361         
5.67500   		-0.09697        	-51.47948        	11.23797         
5.68000   		-0.06762        	-55.51600        	10.96988         
5.68500   		0.00449         	-57.06418        	10.68695         
5.69000   		0.06968         	-55.24512        	10.40485         
5.69500   		0.08284         	-51.50464        	10.13771         
5.70000   		0.06485         	-47.88259        	9.88960          
5.70500   		0.04549         	-45.17655        	9.65735          
5.71000   		0.03513         	-43.19949        	9.43662          
5.71500   		0.03260         	-41.53853        	9.22483          
5.72000   		0.02465         	-40.13445        	9.02081          
5.72500   		0.00886         	-39.31249        	8.82252          
5.73000   		-0.00354        	-39.18196        	8.62653          
5.73500   		-0.00951        	-39.50210        	8.42995          
5.74000   		-0.01385        	-40.07510        	8.23109          
5.74500   		-0.01531        	-40.79024        	8.02896          
5.75000   		-0.01061        	-41.42581        	7.82332          
5.75500   		-0.00202        	-41.73535        	7.61524          
5.76000   		0.00690         	-41.61554        	7.40668          
5.76500   		0.01590         	-41.05642        	7.19982          
5.77000   		0.02524         	-40.04762        	6.99687          
5.77500   		0.03382         	-38.59929        	6.80008          
5.78000   		0.04227         	-36.73311        	6.61157          
5.78500   		0.04850         	-34.50679        	6.43335          
5.79000   		0.05009         	-32.08892        	6.26682          
5.79500   		0.05057         	-29.62033        	6.11254          
5.80000   		0.05252         	-27.09213        	5.97072          
5.80500   		0.05507         	-24.45365        	5.84180          
5.81000   		0.05847         	-21.66922        	5.72643          
5.81500   		0.06454         	-18.65246        	5.62550          
5.82000   		0.07142         	-15.31791        	5.54043          
5.82500   		0.07452         	-11.73853        	5.47273          
5.83000   		0.07284         	-8.12443         	5.42310          
5.83500   		0.06513         	-4.74074         	5.39110          
5.84000   		0.04963         	-1.92636         	5.37475          
5.84500   		0.02832         	-0.01459         	5.37033          
5.85000   		0.00696         	0.85078          	5.37286          
5.85500   		-0.00769        	0.83299          	5.37737          
5.86000   		-0.01535        	0.26811          	5.38028          
5.86500   		-0.01737        	-0.53436         	5.37965          
5.87000   		-0.01271        	-1.27218         	5.37504          
5.87500   		-0.00520        	-1.71143         	5.36743          
5.88000   		0.00105         	-1.81312         	5.35849          
5.88500   		0.00597         	-1.64086         	5.34975          
5.89000   		0.01068         	-1.23254         	5.34247          
5.89500   		0.01634         	-0.56989         	5.33785          
5.90000   		0.02264         	0.38603          	5.33726          
5.90500   		0.02964         	1.66827          	5.34226          
5.91000   		0.03738         	3.31193          	5.35455          
5.91500   		0.04300         	5.28304          	5.37592          
5.92000   		0.04546         	7.45254          	5.40771          
5.92500   		0.04677         	9.71459          	5.45060          
5.93000   		0.04680         	12.00946         	5.50491          
5.93500   		0.04528         	14.26776         	5.57063          
5.94000   		0.04246         	16.41946         	5.64741          
5.94500   		0.03728         	18.37489         	5.73450          
5.95000   		0.02926         	20.00672         	5.83062          
5.95500   		0.01742         	21.15170         	5.93376          
5.96000   		0.00122         	21.60899         	6.04099          
5.96500   		-0.01670        	21.22927         	6.14845          
5.97000   		-0.03430        	19.97850         	6.25183          
5.97500   		-0.05204        	17.86103         	6.34679          
5.98000   		-0.06911        	14.88983         	6.42902          
5.98500   		-0.08163        	11.19310         	6.49448          
5.99000   		-0.08787        	7.03610          	6.54018          
5.99500   		-0.09011        	2.67099          	6.56450          
6.00000   		-0.08757        	-1.68673         	6.56690          
6.00500   		-0.07891        	-5.76975         	6.54809          
6.01000   		-0.06634        	-9.33207         	6.51007          
6.01500   		-0.04900        	-12.16081        	6.45599          
6.02000   		-0.02843        	-14.05980        	6.39002          
6.02500   		-0.01215        	-15.05503        	6.31690          
6.03000   		-0.00401        	-15.45139        	6.24046          
6.03500   		-0.00531        	-15.67990        	6.16266          
6.04000   		-0.01693        	-16.22514        	6.08314          
6.04500   		-0.03526        	-17.50513        	5.99919          
6.05000   		-0.05133        	-19.62880        	5.90668          
6.05500   		-0.05718        	-22.28990        	5.80200          
6.06000   		-0.05837        	-25.12384        	5.68349          
6.06500   		-0.07215        	-28.32504        	5.55015          
6.07000   		-0.09132        	-32.33421        	5.39890          
6.07500   		-0.07334        	-36.37256        	5.22676          
6.08000   		-0.01477        	-38.53363        	5.03830          
6.08500   		0.03336         	-38.07785        	4.84579          
6.09000   		0.04125         	-36.24805        	4.65981          
6.09500   		0.01684         	-34.82327        	4.48263          
6.10000   		-0.01682        	-34.82274        	4.30920          
6.10500   		-0.04019        	-36.22098        	4.13207          
6.11000   		-0.04447        	-38.29739        	3.94586          
6.11500   		-0.03286        	-40.19411        	3.74940          
6.12000   		-0.01848        	-41.45330        	3.54499          
6.12500   		-0.00368        	-41.99669        	3.33606          
6.13000   		0.01450         	-41.73118        	3.12637          
6.13500   		0.02954         	-40.65091        	2.92010          
6.14000   		0.03845         	-38.98323        	2.72084          
6.14500   		0.04215         	-37.00629        	2.53079          
6.15000   		0.03826         	-35.03407        	2.35077          
6.15500   		0.02926         	-33.37814        	2.17992          
6.16000   		0.01909         	-32.19245        	2.01620          
6.16500   		0.00764         	-31.53697        	1.85711          
6.17000   		-0.00415        	-31.45137        	1.69988          
6.17500   		-0.01562        	-31.93626        	1.54165          
6.18000   		-0.02662        	-32.97219        	1.37960          
6.18500   		-0.03519        	-34.48798        	1.21113          
6.19000   		-0.04154        	-36.36968        	1.03411          
6.19500   		-0.04718        	-38.54543        	0.84694          
6.20000   		-0.05034        	-40.93710        	0.64830          
6.20500   		-0.04731        	-43.33187        	0.43756          
6.21000   		-0.03667        	-45.39131        	0.21554          
6.21500   		-0.02118        	-46.80991        	-0.01528         
6.22000   		-0.00299        	-47.40257        	-0.25119         
6.22500   		0.01791         	-47.03673        	-0.48771         
6.23000   		0.03805         	-45.66433        	-0.71988         
6.23500   		0.05470         	-43.38960        	-0.94285         
6.24000   		0.07055         	-40.31787        	-1.15244         
6.24500   		0.08648         	-36.46681        	-1.34473         
6.25000   		0.09577         	-31.99721        	-1.51608         
6.25500   		0.09026         	-27.43489        	-1.66455         
6.26000   		0.06741         	-23.56800        	-1.79159         
6.26500   		0.03028         	-21.17200        	-1.90268         
6.27000   		-0.00837        	-20.63452        	-2.00641         
6.27500   		-0.03319        	-21.65372        	-2.11162         
6.28000   		-0.04236        	-23.50662        	-2.22433         
6.28500   		-0.04323        	-25.60573        	-2.34710         
6.29000   		-0.03997        	-27.64629        	-2.48029         
6.29500   		-0.03429        	-29.46764        	-2.62319         
6.30000   		-0.03036        	-31.05325        	-2.77458         
6.30500   		-0.02952        	-32.52190        	-2.93353         
6.31000   		-0.02940        	-33.96712        	-3.09976         
6.31500   		-0.03024        	-35.42980        	-3.27323         
6.32000   		-0.03185        	-36.95255        	-3.45415         
6.32500   		-0.02967        	-38.46153        	-3.64273         
6.33000   		-0.02032        	-39.68759        	-3.83830         
6.33500   		-0.00684        	-40.35378        	-4.03868         
6.34000   		0.00564         	-40.38344        	-4.24077         
6.34500   		0.01752         	-39.81549        	-4.44151         
6.35000   		0.03198         	-38.60137        	-4.63785         
6.35500   		0.04549         	-36.70125        	-4.82639         
6.36000   		0.04851         	-34.39578        	-5.00419         
6.36500   		0.03690         	-32.30098        	-5.17069         
6.37000   		0.01855         	-30.94091        	-5.32842         
6.37500   		0.00365         	-30.39641        	-5.48146         
6.38000   		-0.00444        	-30.41585        	-5.63333         
6.38500   		-0.00695        	-30.69524        	-5.78605         
6.39000   		-0.00535        	-30.99697        	-5.94032         
6.39500   		0.00028         	-31.12138        	-6.09573         
6.40000   		0.00945         	-30.88282        	-6.25093         
6.40500   		0.01976         	-30.16647        	-6.40376         
6.41000   		0.02708         	-29.01771        	-6.55187         
6.41500   		0.02984         	-27.62178        	-6.69353         
6.42000   		0.03190         	-26.10764        	-6.82789         
6.42500   		0.03532         	-24.45922        	-6.95438         
6.43000   		0.03802         	-22.66069        	-7.07223         
6.43500   		0.04117         	-20.71846        	-7.18075         
6.44000   		0.04817         	-18.52717        	-7.27900         
6.44500   		0.05733         	-15.93978        	-7.36536         
6.45000   		0.06524         	-12.93395        	-7.43770         
6.45500   		0.07234         	-9.55989         	-7.49408         
6.46000   		0.08153         	-5.78631         	-7.53264         
6.46500   		0.09538         	-1.44765         	-7.55100         
6.47000   		0.11443         	3.69788          	-7.54577         
6.47500   		0.13854         	9.90196          	-7.51226         
6.48000   		0.16875         	17.43834         	-7.44453         
6.48500   		0.20021         	26.48705         	-7.33536         
6.49000   		0.21698         	36.71862         	-7.17769         
6.49500   		0.20571         	47.08521         	-6.96795         
6.50000   		0.15242         	55.86852         	-6.70947         
6.50500   		0.05130         	60.86473         	-6.41557         
6.51000   		-0.07711        	60.23175         	-6.11021         
6.51500   		-0.19209        	53.62976         	-5.82320         
6.52000   		-0.21774        	43.57871         	-5.57966         
6.52500   		-0.12259        	35.23202         	-5.38458         
6.53000   		-0.01522        	31.85204         	-5.21906         
6.53500   		-0.00504        	31.35512         	-5.06125         
6.54000   		-0.05190        	29.95877         	-4.90701         
6.54500   		-0.06750        	27.03051         	-4.76422         
6.55000   		-0.04922        	24.16804         	-4.63659         
6.55500   		-0.04262        	21.91579         	-4.52152         
6.56000   		-0.05521        	19.51658         	-4.41768         
6.56500   		-0.06062        	16.67595         	-4.32709         
6.57000   		-0.04986        	13.96635         	-4.25070         
6.57500   		-0.03567        	11.86863         	-4.18640         
6.58000   		-0.02557        	10.36671         	-4.13102         
6.58500   		-0.01716        	9.31869          	-4.08198         
6.59000   		-0.00995        	8.65368          	-4.03720         
6.59500   		-0.00731        	8.23018          	-3.99504         
6.60000   		-0.00910        	7.82754          	-3.95486         
6.60500   		-0.01075        	7.34067          	-3.91691         
6.61000   		-0.00881        	6.86098          	-3.88144         
6.61500   		-0.00247        	6.58445          	-3.84796         
6.62000   		0.00584         	6.66718          	-3.81500         
6.62500   		0.01148         	7.09199          	-3.78072         
6.63000   		0.01401         	7.71722          	-3.74375         
6.63500   		0.01572         	8.44645          	-3.70337         
6.64000   		0.01499         	9.19982          	-3.65924         
6.64500   		0.01106         	9.83889          	-3.61156         
6.65000   		0.00668         	10.27410         	-3.56119         
6.65500   		0.00213         	10.49030         	-3.50919         
6.66000   		-0.00233        	10.48554         	-3.45666         
6.66500   		-0.00575        	10.28752         	-3.40465         
6.67000   		-0.00759        	9.96037          	-3.35400         
6.67500   		-0.00644        	9.61618          	-3.30508         
6.68000   		-0.00307        	9.38294          	-3.25765         
6.68500   		0.00213         	9.35985          	-3.21090         
6.69000   		0.00891         	9.63047          	-3.16356         
6.69500   		0.01386         	10.18871         	-3.11412         
6.70000   		0.01701         	10.94568         	-3.06134         
6.70500   		0.02027         	11.85991         	-3.00440         
6.71000   		0.02308         	12.92312         	-2.94250         
6.71500   		0.02628         	14.13374         	-2.87492         
6.72000   		0.03329         	15.59462         	-2.80074         
6.72500   		0.04272         	17.45884         	-2.71830         
6.73000   		0.04574         	19.62847         	-2.62564         
6.73500   		0.03962         	21.72208         	-2.52214         
6.74000   		0.03044         	23.44039         	-2.40905         
6.74500   		0.02057         	24.69137         	-2.28852         
6.75000   		0.01027         	25.44762         	-2.16296         
6.75500   		0.00723         	25.87685         	-2.03459         
6.76000   		0.01345         	26.38426         	-1.90406         
6.76500   		0.01997         	27.20403         	-1.77022         
6.77000   		0.02286         	28.25433         	-1.63164         
6.77500   		0.02511         	29.43075         	-1.48747         
6.78000   		0.03001         	30.78262         	-1.33704         
6.78500   		0.03615         	32.40505         	-1.17919         
6.79000   		0.03991         	34.27035         	-1.01258         
6.79500   		0.04097         	36.25386         	-0.83629         
6.80000   		0.03898         	38.21460         	-0.65008         
6.80500   		0.03170         	39.94810         	-0.45453         
6.81000   		0.02026         	41.22242         	-0.25137         
6.81500   		0.00765         	41.90705         	-0.04328         
6.82000   		-0.00802        	41.89802         	0.16655          
6.82500   		-0.02781        	41.01919         	0.37425          
6.83000   		-0.05067        	39.09452         	0.57500          
6.83500   		-0.07353        	36.04867         	0.76332          
6.84000   		-0.08681        	32.11640         	0.93401          
6.84500   		-0.08653        	27.86516         	1.08396          
6.85000   		-0.07703        	23.85377         	1.21306          
6.85500   		-0.06329        	20.41244         	1.32344          
6.86000   		-0.05360        	17.54567         	1.41814          
6.86500   		-0.05238        	14.94647         	1.49935          
6.87000   		-0.05309        	12.35992         	1.56763          
6.87500   		-0.05063        	9.81625          	1.62302          
6.88000   		-0.04660        	7.43158          	1.66605          
6.88500   		-0.04095        	5.28446          	1.69773          
6.89000   		-0.03541        	3.41186          	1.71936          
6.89500   		-0.03666        	1.64428          	1.73202          
6.90000   		-0.04590        	-0.38071         	1.73537          
6.90500   		-0.06068        	-2.99478         	1.72723          
6.91000   		-0.07875        	-6.41433         	1.70408          
6.91500   		-0.09652        	-10.71273        	1.66163          
6.92000   		-0.11648        	-15.93654        	1.59541          
6.92500   		-0.13865        	-22.19357        	1.50054          
6.93000   		-0.15772        	-29.46194        	1.37179          
6.93500   		-0.17313        	-37.57606        	1.20451          
6.94000   		-0.18751        	-46.42073        	0.99481          
6.94500   		-0.19989        	-55.92153        	0.73921          
6.95000   		-0.20113        	-65.75645        	0.43504          
6.95500   		-0.18348        	-75.18910        	0.08231          
6.96000   		-0.14898        	-83.34272        	-0.31472         
6.96500   		-0.10744        	-89.63147        	-0.74801         
6.97000   		-0.07025        	-93.98944        	-1.20782         
6.97500   		-0.04129        	-96.72499        	-1.68520         
6.98000   		-0.01326        	-98.06277        	-2.17274         
6.98500   		0.01747         	-97.95937        	-2.66342         
6.99000   		0.04139         	-96.51564        	-3.15010         
6.99500   		0.05370         	-94.18335        	-3.62710         
7.00000   		0.05389         	-91.54451        	-4.09142         
7.00500   		0.03820         	-89.28599        	-4.54318         
7.01000   		0.00503         	-88.22595        	-4.98628         
7.01500   		-0.03095        	-88.86173        	-5.42826         
7.02000   		-0.02922        	-90.33742        	-5.87629         
7.02500   		0.01483         	-90.69039        	-6.32976         
7.03000   		0.04234         	-89.28839        	-6.78027         
7.03500   		0.02058         	-87.74538        	-7.22241         
7.04000   		-0.00952        	-87.47408        	-7.65985         
7.04500   		-0.00832        	-87.91145        	-8.09834         
7.05000   		0.00678         	-87.94908        	-8.53830         
7.05500   		0.01461         	-87.42441        	-8.97689         
7.06000   		0.01905         	-86.59891        	-9.41204         
7.06500   		0.02410         	-85.54072        	-9.84249         
7.07000   		0.02994         	-84.21533        	-10.26700        
7.07500   		0.03775         	-82.55505        	-10.68409        
7.08000   		0.04846         	-80.44068        	-11.09179        
7.08500   		0.06068         	-77.76405        	-11.48756        
7.09000   		0.07127         	-74.52791        	-11.86850        
7.09500   		0.07704         	-70.89044        	-12.23217        
7.10000   		0.07973         	-67.04557        	-12.57706        
7.10500   		0.08139         	-63.09405        	-12.90244        
7.11000   		0.08002         	-59.13533        	-13.20799        
7.11500   		0.07740         	-55.27452        	-13.49396        
7.12000   		0.07504         	-51.53587        	-13.76094        
7.12500   		0.07158         	-47.93993        	-14.00956        
7.13000   		0.06860         	-44.50206        	-14.24060        
7.13500   		0.06761         	-41.16149        	-14.45474        
7.14000   		0.06915         	-37.80735        	-14.65219        
7.14500   		0.07282         	-34.32549        	-14.83260        
7.15000   		0.07584         	-30.67958        	-14.99517        
7.15500   		0.07416         	-27.00080        	-15.13934        
7.16000   		0.06782         	-23.51865        	-15.26551        
7.16500   		0.06209         	-20.33251        	-15.37502        
7.17000   		0.05690         	-17.41436        	-15.46928        
7.17500   		0.04861         	-14.82692        	-15.54972        
7.18000   		0.03909         	-12.67624        	-15.61828        
7.18500   		0.03081         	-10.96206        	-15.67721        
7.19000   		0.02226         	-9.66045         	-15.72859        
7.19500   		0.01325         	-8.78943         	-15.77453        
7.20000   		0.00599         	-8.31753         	-15.81715        
7.20500   		-0.00040        	-8.18032         	-15.85826        
7.21000   		-0.00665        	-8.35320         	-15.89947        
7.21500   		-0.01168        	-8.80290         	-15.94225        
7.22000   		-0.01602        	-9.48243         	-15.98788        
7.22500   		-0.01940        	-10.35123        	-16.03739        
7.23000   		-0.02210        	-11.36902        	-16.09164        
7.23500   		-0.02296        	-12.47410        	-16.15123        
7.24000   		-0.01872        	-13.49615        	-16.21624        
7.24500   		-0.01203        	-14.25029        	-16.28574        
7.25000   		-0.00640        	-14.70249        	-16.35824        
7.25500   		0.00013         	-14.85644        	-16.43227        
7.26000   		0.00888         	-14.63560        	-16.50618        
7.26500   		0.01726         	-13.99449        	-16.57793        
7.27000   		0.02401         	-12.98218        	-16.64551        
7.27500   		0.03078         	-11.63841        	-16.70720        
7.28000   		0.03717         	-9.97200         	-16.76135        
7.28500   		0.04007         	-8.07765         	-16.80654        
7.29000   		0.03571         	-6.21905         	-16.84219        
7.29500   		0.02345         	-4.76801         	-16.86941        
7.30000   		0.00691         	-4.02335         	-16.89105        
7.30500   		-0.01197        	-4.14751         	-16.91109        
7.31000   		-0.03049        	-5.18891         	-16.93405        
7.31500   		-0.04220        	-6.97174         	-16.96421        
7.32000   		-0.04733        	-9.16763         	-17.00446        
7.32500   		-0.05129        	-11.58635        	-17.05626        
7.33000   		-0.05245        	-14.13046        	-17.12053        
7.33500   		-0.04730        	-16.57676        	-17.19740        
7.34000   		-0.03989        	-18.71509        	-17.28578        
7.34500   		-0.03295        	-20.50143        	-17.38397        
7.35000   		-0.02501        	-21.92282        	-17.49019        
7.35500   		-0.01664        	-22.94415        	-17.60253        
7.36000   		-0.00867        	-23.56470        	-17.71896        
7.36500   		-0.00236        	-23.83515        	-17.83759        
7.37000   		0.00275         	-23.82565        	-17.95685        
7.37500   		0.00872         	-23.54425        	-18.07539        
7.38000   		0.01685         	-22.91690        	-18.19171        
7.38500   		0.02825         	-21.81078        	-18.30377        
7.39000   		0.04128         	-20.10556        	-18.40882        
7.39500   		0.05189         	-17.82051        	-18.50386        
7.40000   		0.05815         	-15.12170        	-18.58634        
7.40500   		0.06304         	-12.14931        	-18.65462        
7.41000   		0.06798         	-8.93597         	-18.70743        
7.41500   		0.07061         	-5.53715         	-18.74367        
7.42000   		0.07063         	-2.07331         	-18.76269        
7.42500   		0.07038         	1.38497          	-18.76441        
7.43000   		0.07268         	4.89361          	-18.74876        
7.43500   		0.07693         	8.56282          	-18.71521        
7.44000   		0.07785         	12.35882         	-18.66292        
7.44500   		0.07607         	16.13370         	-18.59165        
7.45000   		0.08000         	19.96114         	-18.50150        
7.45500   		0.08855         	24.09462         	-18.39153        
7.46000   		0.09284         	28.54300         	-18.26002        
7.46500   		0.09413         	33.12840         	-18.10587        
